,Year,Prefecture,Age Lower Bound,Age Upper Bound,Gender,Population
636,2005,Hokkaido,80,84,Male,58803
637,2005,Hokkaido,80,84,Female,102230
638,2005,Hokkaido,85,,Male,39218
639,2005,Hokkaido,85,,Female,95009
640,2010,Hokkaido,0,4,Male,102766
641,2010,Hokkaido,0,4,Female,98211
642,2010,Hokkaido,5,9,Male,111287
643,2010,Hokkaido,5,9,Female,107893
644,2010,Hokkaido,10,14,Male,121300
645,2010,Hokkaido,10,14,Female,115855
646,2010,Hokkaido,15,19,Male,132356
647,2010,Hokkaido,15,19,Female,126174
648,2010,Hokkaido,20,24,Male,133097
649,2010,Hokkaido,20,24,Female,131088
650,2010,Hokkaido,25,29,Male,142807
651,2010,Hokkaido,25,29,Female,146870
652,2010,Hokkaido,30,34,Male,166953
653,2010,Hokkaido,30,34,Female,171110
654,2010,Hokkaido,35,39,Male,194191
655,2010,Hokkaido,35,39,Female,199320
656,2010,Hokkaido,40,44,Male,170760
657,2010,Hokkaido,40,44,Female,183458
658,2010,Hokkaido,45,49,Male,168184
659,2010,Hokkaido,45,49,Female,181608
660,2010,Hokkaido,50,54,Male,168649
661,2010,Hokkaido,50,54,Female,180522
662,2010,Hokkaido,55,59,Male,200857
663,2010,Hokkaido,55,59,Female,219830
664,2010,Hokkaido,60,64,Male,217737
665,2010,Hokkaido,60,64,Female,246598
666,2010,Hokkaido,65,69,Male,164977
667,2010,Hokkaido,65,69,Female,198622
668,2010,Hokkaido,70,74,Male,144832
669,2010,Hokkaido,70,74,Female,179519
670,2010,Hokkaido,75,79,Male,123747
671,2010,Hokkaido,75,79,Female,160068
672,2010,Hokkaido,80,84,Male,81736
673,2010,Hokkaido,80,84,Female,124901
674,2010,Hokkaido,85,,Male,51849
675,2010,Hokkaido,85,,Female,127817
676,2015,Hokkaido,0,4,Male,95022
677,2015,Hokkaido,0,4,Female,90988
678,2015,Hokkaido,5,9,Male,103549
679,2015,Hokkaido,5,9,Female,98720
680,2015,Hokkaido,10,14,Male,111816
681,2015,Hokkaido,10,14,Female,108201
682,2015,Hokkaido,15,19,Male,123196
683,2015,Hokkaido,15,19,Female,115902
684,2015,Hokkaido,20,24,Male,117965
685,2015,Hokkaido,20,24,Female,116309
686,2015,Hokkaido,25,29,Male,123076
687,2015,Hokkaido,25,29,Female,124511
688,2015,Hokkaido,30,34,Male,141876
689,2015,Hokkaido,30,34,Female,145798
690,2015,Hokkaido,35,39,Male,166514
691,2015,Hokkaido,35,39,Female,170855
692,2015,Hokkaido,40,44,Male,193093
693,2015,Hokkaido,40,44,Female,198150
694,2015,Hokkaido,45,49,Male,169252
695,2015,Hokkaido,45,49,Female,181542
696,2015,Hokkaido,50,54,Male,165634
697,2015,Hokkaido,50,54,Female,180202
698,2015,Hokkaido,55,59,Male,165353
699,2015,Hokkaido,55,59,Female,178531
700,2015,Hokkaido,60,64,Male,195920
701,2015,Hokkaido,60,64,Female,217125
702,2015,Hokkaido,65,69,Male,207461
703,2015,Hokkaido,65,69,Female,241185
704,2015,Hokkaido,70,74,Male,151031
705,2015,Hokkaido,70,74,Female,190819
706,2015,Hokkaido,75,79,Male,124921
707,2015,Hokkaido,75,79,Female,168385
708,2015,Hokkaido,80,84,Male,95987
709,2015,Hokkaido,80,84,Female,142676
710,2015,Hokkaido,85,,Male,71886
711,2015,Hokkaido,85,,Female,164036
712,1920,Aomori Prefecture,0,4,Male,57807
713,1920,Aomori Prefecture,0,4,Female,57141
714,1920,Aomori Prefecture,5,9,Male,52614
715,1920,Aomori Prefecture,5,9,Female,50927
716,1920,Aomori Prefecture,10,14,Male,46153
717,1920,Aomori Prefecture,10,14,Female,43868
718,1920,Aomori Prefecture,15,19,Male,37391
719,1920,Aomori Prefecture,15,19,Female,36355
720,1920,Aomori Prefecture,20,24,Male,33343
721,1920,Aomori Prefecture,20,24,Female,29846
722,1920,Aomori Prefecture,25,29,Male,26443
723,1920,Aomori Prefecture,25,29,Female,26718
724,1920,Aomori Prefecture,30,34,Male,22996
725,1920,Aomori Prefecture,30,34,Female,23548
726,1920,Aomori Prefecture,35,39,Male,21450
727,1920,Aomori Prefecture,35,39,Female,21805
728,1920,Aomori Prefecture,40,44,Male,19754
729,1920,Aomori Prefecture,40,44,Female,19091
730,1920,Aomori Prefecture,45,49,Male,15376
731,1920,Aomori Prefecture,45,49,Female,15119
732,1920,Aomori Prefecture,50,54,Male,13301
733,1920,Aomori Prefecture,50,54,Female,13062
734,1920,Aomori Prefecture,55,59,Male,10450
735,1920,Aomori Prefecture,55,59,Female,10195
736,1920,Aomori Prefecture,60,64,Male,9114
737,1920,Aomori Prefecture,60,64,Female,9257
738,1920,Aomori Prefecture,65,69,Male,7308
739,1920,Aomori Prefecture,65,69,Female,8068
740,1920,Aomori Prefecture,70,74,Male,4763
741,1920,Aomori Prefecture,70,74,Female,5667
742,1920,Aomori Prefecture,75,79,Male,2360
743,1920,Aomori Prefecture,75,79,Female,3118
744,1920,Aomori Prefecture,80,,Male,670
745,1920,Aomori Prefecture,80,,Female,1376
746,1925,Aomori Prefecture,0,4,Male,64660
747,1925,Aomori Prefecture,0,4,Female,63677
748,1925,Aomori Prefecture,5,9,Male,53198
749,1925,Aomori Prefecture,5,9,Female,52910
750,1925,Aomori Prefecture,10,14,Male,50549
751,1925,Aomori Prefecture,10,14,Female,48163
752,1925,Aomori Prefecture,15,19,Male,40900
753,1925,Aomori Prefecture,15,19,Female,39840
754,1925,Aomori Prefecture,20,24,Male,35633
755,1925,Aomori Prefecture,20,24,Female,33461
756,1925,Aomori Prefecture,25,29,Male,28433
757,1925,Aomori Prefecture,25,29,Female,27880
758,1925,Aomori Prefecture,30,34,Male,25489
759,1925,Aomori Prefecture,30,34,Female,24899
760,1925,Aomori Prefecture,35,39,Male,22194
761,1925,Aomori Prefecture,35,39,Female,22185
762,1925,Aomori Prefecture,40,44,Male,20326
763,1925,Aomori Prefecture,40,44,Female,20320
764,1925,Aomori Prefecture,45,49,Male,18463
765,1925,Aomori Prefecture,45,49,Female,18070
766,1925,Aomori Prefecture,50,54,Male,13930
767,1925,Aomori Prefecture,50,54,Female,13971
768,1925,Aomori Prefecture,55,59,Male,11736
769,1925,Aomori Prefecture,55,59,Female,11823
770,1925,Aomori Prefecture,60,64,Male,8680
771,1925,Aomori Prefecture,60,64,Female,8905
772,1925,Aomori Prefecture,65,69,Male,6702
773,1925,Aomori Prefecture,65,69,Female,7398
774,1925,Aomori Prefecture,70,74,Male,4557
775,1925,Aomori Prefecture,70,74,Female,5802
776,1925,Aomori Prefecture,75,79,Male,2339
777,1925,Aomori Prefecture,75,79,Female,3245
778,1925,Aomori Prefecture,80,84,Male,856
779,1925,Aomori Prefecture,80,84,Female,1329
780,1925,Aomori Prefecture,85,,Male,125
781,1925,Aomori Prefecture,85,,Female,329
782,1930,Aomori Prefecture,0,4,Male,70439
783,1930,Aomori Prefecture,0,4,Female,68925
784,1930,Aomori Prefecture,5,9,Male,60531
785,1930,Aomori Prefecture,5,9,Female,59355
786,1930,Aomori Prefecture,10,14,Male,50918
787,1930,Aomori Prefecture,10,14,Female,50543
788,1930,Aomori Prefecture,15,19,Male,45303
789,1930,Aomori Prefecture,15,19,Female,44098
790,1930,Aomori Prefecture,20,24,Male,38640
791,1930,Aomori Prefecture,20,24,Female,36411
792,1930,Aomori Prefecture,25,29,Male,31483
793,1930,Aomori Prefecture,25,29,Female,30839
794,1930,Aomori Prefecture,30,34,Male,26520
795,1930,Aomori Prefecture,30,34,Female,26167
796,1930,Aomori Prefecture,35,39,Male,24327
797,1930,Aomori Prefecture,35,39,Female,23582
798,1930,Aomori Prefecture,40,44,Male,20975
799,1930,Aomori Prefecture,40,44,Female,20855
800,1930,Aomori Prefecture,45,49,Male,19076
801,1930,Aomori Prefecture,45,49,Female,19341
802,1930,Aomori Prefecture,50,54,Male,16862
803,1930,Aomori Prefecture,50,54,Female,16796
804,1930,Aomori Prefecture,55,59,Male,12407
805,1930,Aomori Prefecture,55,59,Female,12772
806,1930,Aomori Prefecture,60,64,Male,9788
807,1930,Aomori Prefecture,60,64,Female,10456
808,1930,Aomori Prefecture,65,69,Male,6603
809,1930,Aomori Prefecture,65,69,Female,7344
810,1930,Aomori Prefecture,70,74,Male,4244
811,1930,Aomori Prefecture,70,74,Female,5422
812,1930,Aomori Prefecture,75,79,Male,2245
813,1930,Aomori Prefecture,75,79,Female,3588
814,1930,Aomori Prefecture,80,,Male,1080
815,1930,Aomori Prefecture,80,,Female,1979
816,1935,Aomori Prefecture,0,4,Male,78052
817,1935,Aomori Prefecture,0,4,Female,76567
818,1935,Aomori Prefecture,5,9,Male,66600
819,1935,Aomori Prefecture,5,9,Female,65113
820,1935,Aomori Prefecture,10,14,Male,58761
821,1935,Aomori Prefecture,10,14,Female,57602
822,1935,Aomori Prefecture,15,19,Male,45790
823,1935,Aomori Prefecture,15,19,Female,45945
824,1935,Aomori Prefecture,20,24,Male,41644
825,1935,Aomori Prefecture,20,24,Female,40482
826,1935,Aomori Prefecture,25,29,Male,35009
827,1935,Aomori Prefecture,25,29,Female,34678
828,1935,Aomori Prefecture,30,34,Male,30469
829,1935,Aomori Prefecture,30,34,Female,29678
830,1935,Aomori Prefecture,35,39,Male,25781
831,1935,Aomori Prefecture,35,39,Female,25121
832,1935,Aomori Prefecture,40,44,Male,23327
833,1935,Aomori Prefecture,40,44,Female,22389
834,1935,Aomori Prefecture,45,49,Male,19892
835,1935,Aomori Prefecture,45,49,Female,19896
836,1935,Aomori Prefecture,50,54,Male,17765
837,1935,Aomori Prefecture,50,54,Female,18194
838,1935,Aomori Prefecture,55,59,Male,15143
839,1935,Aomori Prefecture,55,59,Female,15573
840,1935,Aomori Prefecture,60,64,Male,10605
841,1935,Aomori Prefecture,60,64,Female,11474
842,1935,Aomori Prefecture,65,69,Male,7639
843,1935,Aomori Prefecture,65,69,Female,8860
844,1935,Aomori Prefecture,70,74,Male,4421
845,1935,Aomori Prefecture,70,74,Female,5531
846,1935,Aomori Prefecture,75,79,Male,2214
847,1935,Aomori Prefecture,75,79,Female,3431
848,1935,Aomori Prefecture,80,,Male,1165
849,1935,Aomori Prefecture,80,,Female,2318
850,1940,Aomori Prefecture,0,4,Male,73579
851,1940,Aomori Prefecture,0,4,Female,71438
852,1940,Aomori Prefecture,5,9,Male,71809
853,1940,Aomori Prefecture,5,9,Female,70553
854,1940,Aomori Prefecture,10,14,Male,63447
855,1940,Aomori Prefecture,10,14,Female,61796
856,1940,Aomori Prefecture,15,19,Male,47663
857,1940,Aomori Prefecture,15,19,Female,50207
858,1940,Aomori Prefecture,20,24,Male,38840
859,1940,Aomori Prefecture,20,24,Female,39053
860,1940,Aomori Prefecture,25,29,Male,34723
861,1940,Aomori Prefecture,25,29,Female,36132
862,1940,Aomori Prefecture,30,34,Male,31126
863,1940,Aomori Prefecture,30,34,Female,32010
864,1940,Aomori Prefecture,35,39,Male,27975
865,1940,Aomori Prefecture,35,39,Female,28060
866,1940,Aomori Prefecture,40,44,Male,23974
867,1940,Aomori Prefecture,40,44,Female,23824
868,1940,Aomori Prefecture,45,49,Male,21692
869,1940,Aomori Prefecture,45,49,Female,21147
870,1940,Aomori Prefecture,50,54,Male,18154
871,1940,Aomori Prefecture,50,54,Female,18487
872,1940,Aomori Prefecture,55,59,Male,15500
873,1940,Aomori Prefecture,55,59,Female,16592
874,1940,Aomori Prefecture,60,64,Male,12386
875,1940,Aomori Prefecture,60,64,Female,13728
876,1940,Aomori Prefecture,65,69,Male,7756
877,1940,Aomori Prefecture,65,69,Female,9318
878,1940,Aomori Prefecture,70,74,Male,4701
879,1940,Aomori Prefecture,70,74,Female,6275
880,1940,Aomori Prefecture,75,79,Male,2207
881,1940,Aomori Prefecture,75,79,Female,3254
882,1940,Aomori Prefecture,80,84,Male,740
883,1940,Aomori Prefecture,80,84,Female,1428
884,1940,Aomori Prefecture,85,,Male,243
885,1940,Aomori Prefecture,85,,Female,548
886,1945,Aomori Prefecture,1,5,Male,77155
887,1945,Aomori Prefecture,1,5,Female,75397
888,1945,Aomori Prefecture,6,10,Male,72573
889,1945,Aomori Prefecture,6,10,Female,70796
890,1945,Aomori Prefecture,11,15,Male,73448
891,1945,Aomori Prefecture,11,15,Female,72256
892,1945,Aomori Prefecture,16,20,Male,59871
893,1945,Aomori Prefecture,16,20,Female,62627
894,1945,Aomori Prefecture,21,25,Male,29967
895,1945,Aomori Prefecture,21,25,Female,51108
896,1945,Aomori Prefecture,26,30,Male,22054
897,1945,Aomori Prefecture,26,30,Female,40874
898,1945,Aomori Prefecture,31,35,Male,27623
899,1945,Aomori Prefecture,31,35,Female,37437
900,1945,Aomori Prefecture,36,40,Male,29743
901,1945,Aomori Prefecture,36,40,Female,32726
902,1945,Aomori Prefecture,41,45,Male,27666
903,1945,Aomori Prefecture,41,45,Female,27780
904,1945,Aomori Prefecture,46,50,Male,23456
905,1945,Aomori Prefecture,46,50,Female,23543
906,1945,Aomori Prefecture,51,55,Male,20654
907,1945,Aomori Prefecture,51,55,Female,20223
908,1945,Aomori Prefecture,56,60,Male,16765
909,1945,Aomori Prefecture,56,60,Female,17643
910,1945,Aomori Prefecture,61,65,Male,12971
911,1945,Aomori Prefecture,61,65,Female,14789
912,1945,Aomori Prefecture,66,70,Male,9299
913,1945,Aomori Prefecture,66,70,Female,11409
914,1945,Aomori Prefecture,71,75,Male,5213
915,1945,Aomori Prefecture,71,75,Female,7246
916,1945,Aomori Prefecture,76,80,Male,2287
917,1945,Aomori Prefecture,76,80,Female,3639
918,1945,Aomori Prefecture,81,85,Male,820
919,1945,Aomori Prefecture,81,85,Female,1455
920,1945,Aomori Prefecture,86,,Male,233
921,1945,Aomori Prefecture,86,,Female,504
922,1950,Aomori Prefecture,0,4,Male,99886
923,1950,Aomori Prefecture,0,4,Female,96471
924,1950,Aomori Prefecture,5,9,Male,78885
925,1950,Aomori Prefecture,5,9,Female,76661
926,1950,Aomori Prefecture,10,14,Male,74341
927,1950,Aomori Prefecture,10,14,Female,72159
928,1950,Aomori Prefecture,15,19,Male,72596
929,1950,Aomori Prefecture,15,19,Female,71364
930,1950,Aomori Prefecture,20,24,Male,60322
931,1950,Aomori Prefecture,20,24,Female,60282
932,1950,Aomori Prefecture,25,29,Male,43118
933,1950,Aomori Prefecture,25,29,Female,49430
934,1950,Aomori Prefecture,30,34,Male,35388
935,1950,Aomori Prefecture,30,34,Female,40897
936,1950,Aomori Prefecture,35,39,Male,35601
937,1950,Aomori Prefecture,35,39,Female,37143
938,1950,Aomori Prefecture,40,44,Male,31585
939,1950,Aomori Prefecture,40,44,Female,31499
940,1950,Aomori Prefecture,45,49,Male,27720
941,1950,Aomori Prefecture,45,49,Female,26799
942,1950,Aomori Prefecture,50,54,Male,22498
943,1950,Aomori Prefecture,50,54,Female,22153
944,1950,Aomori Prefecture,55,59,Male,19227
945,1950,Aomori Prefecture,55,59,Female,19161
946,1950,Aomori Prefecture,60,64,Male,14361
947,1950,Aomori Prefecture,60,64,Female,15820
948,1950,Aomori Prefecture,65,69,Male,9978
949,1950,Aomori Prefecture,65,69,Female,12249
950,1950,Aomori Prefecture,70,74,Male,6084
951,1950,Aomori Prefecture,70,74,Female,8394
952,1950,Aomori Prefecture,75,79,Male,2710
953,1950,Aomori Prefecture,75,79,Female,4363
954,1950,Aomori Prefecture,80,,Male,1109
955,1950,Aomori Prefecture,80,,Female,2322
956,1955,Aomori Prefecture,0,4,Male,91014
957,1955,Aomori Prefecture,0,4,Female,87318
958,1955,Aomori Prefecture,5,9,Male,97707
959,1955,Aomori Prefecture,5,9,Female,94214
960,1955,Aomori Prefecture,10,14,Male,77826
961,1955,Aomori Prefecture,10,14,Female,76097
962,1955,Aomori Prefecture,15,19,Male,67994
963,1955,Aomori Prefecture,15,19,Female,69218
964,1955,Aomori Prefecture,20,24,Male,62242
965,1955,Aomori Prefecture,20,24,Female,68465
966,1955,Aomori Prefecture,25,29,Male,55546
967,1955,Aomori Prefecture,25,29,Female,57928
968,1955,Aomori Prefecture,30,34,Male,41597
969,1955,Aomori Prefecture,30,34,Female,48216
970,1955,Aomori Prefecture,35,39,Male,33991
971,1955,Aomori Prefecture,35,39,Female,39559
972,1955,Aomori Prefecture,40,44,Male,34156
973,1955,Aomori Prefecture,40,44,Female,35924
974,1955,Aomori Prefecture,45,49,Male,30042
975,1955,Aomori Prefecture,45,49,Female,30563
976,1955,Aomori Prefecture,50,54,Male,25961
977,1955,Aomori Prefecture,50,54,Female,25639
978,1955,Aomori Prefecture,55,59,Male,20689
979,1955,Aomori Prefecture,55,59,Female,20949
980,1955,Aomori Prefecture,60,64,Male,16648
981,1955,Aomori Prefecture,60,64,Female,17569
982,1955,Aomori Prefecture,65,69,Male,11485
983,1955,Aomori Prefecture,65,69,Female,13578
984,1955,Aomori Prefecture,70,74,Male,6992
985,1955,Aomori Prefecture,70,74,Female,9566
986,1955,Aomori Prefecture,75,79,Male,3468
987,1955,Aomori Prefecture,75,79,Female,5741
988,1955,Aomori Prefecture,80,84,Male,1181
989,1955,Aomori Prefecture,80,84,Female,2322
990,1955,Aomori Prefecture,85,,Male,289
991,1955,Aomori Prefecture,85,,Female,806
992,1960,Aomori Prefecture,0,4,Male,74260
993,1960,Aomori Prefecture,0,4,Female,72222
994,1960,Aomori Prefecture,5,9,Male,90079
995,1960,Aomori Prefecture,5,9,Female,86527
996,1960,Aomori Prefecture,10,14,Male,96826
997,1960,Aomori Prefecture,10,14,Female,93483
998,1960,Aomori Prefecture,15,19,Male,62881
999,1960,Aomori Prefecture,15,19,Female,67275
1000,1960,Aomori Prefecture,20,24,Male,54515
1001,1960,Aomori Prefecture,20,24,Female,62616
1002,1960,Aomori Prefecture,25,29,Male,59237
1003,1960,Aomori Prefecture,25,29,Female,64098
1004,1960,Aomori Prefecture,30,34,Male,53997
1005,1960,Aomori Prefecture,30,34,Female,56088
1006,1960,Aomori Prefecture,35,39,Male,40128
1007,1960,Aomori Prefecture,35,39,Female,46962
1008,1960,Aomori Prefecture,40,44,Male,32494
1009,1960,Aomori Prefecture,40,44,Female,38492
1010,1960,Aomori Prefecture,45,49,Male,32292
1011,1960,Aomori Prefecture,45,49,Female,34729
1012,1960,Aomori Prefecture,50,54,Male,28064
1013,1960,Aomori Prefecture,50,54,Female,29278
1014,1960,Aomori Prefecture,55,59,Male,23816
1015,1960,Aomori Prefecture,55,59,Female,24348
1016,1960,Aomori Prefecture,60,64,Male,18077
1017,1960,Aomori Prefecture,60,64,Female,19451
1018,1960,Aomori Prefecture,65,69,Male,13436
1019,1960,Aomori Prefecture,65,69,Female,15416
1020,1960,Aomori Prefecture,70,74,Male,8026
1021,1960,Aomori Prefecture,70,74,Female,10842
1022,1960,Aomori Prefecture,75,79,Male,4033
1023,1960,Aomori Prefecture,75,79,Female,6563
1024,1960,Aomori Prefecture,80,84,Male,1465
1025,1960,Aomori Prefecture,80,84,Female,3090
1026,1960,Aomori Prefecture,85,,Male,411
1027,1960,Aomori Prefecture,85,,Female,1089
1028,1965,Aomori Prefecture,0,4,Male,66989
1029,1965,Aomori Prefecture,0,4,Female,63931
1030,1965,Aomori Prefecture,5,9,Male,72363
1031,1965,Aomori Prefecture,5,9,Female,71162
1032,1965,Aomori Prefecture,10,14,Male,87721
1033,1965,Aomori Prefecture,10,14,Female,84902
1034,1965,Aomori Prefecture,15,19,Male,73921
1035,1965,Aomori Prefecture,15,19,Female,75879
1036,1965,Aomori Prefecture,20,24,Male,45576
1037,1965,Aomori Prefecture,20,24,Female,55793
1038,1965,Aomori Prefecture,25,29,Male,51469
1039,1965,Aomori Prefecture,25,29,Female,57812
1040,1965,Aomori Prefecture,30,34,Male,56893
1041,1965,Aomori Prefecture,30,34,Female,61272
1042,1965,Aomori Prefecture,35,39,Male,51661
1043,1965,Aomori Prefecture,35,39,Female,54072
1044,1965,Aomori Prefecture,40,44,Male,37906
1045,1965,Aomori Prefecture,40,44,Female,45417
1046,1965,Aomori Prefecture,45,49,Male,30278
1047,1965,Aomori Prefecture,45,49,Female,37100
1048,1965,Aomori Prefecture,50,54,Male,29845
1049,1965,Aomori Prefecture,50,54,Female,33195
1050,1965,Aomori Prefecture,55,59,Male,25520
1051,1965,Aomori Prefecture,55,59,Female,27604
1052,1965,Aomori Prefecture,60,64,Male,20740
1053,1965,Aomori Prefecture,60,64,Female,22568
1054,1965,Aomori Prefecture,65,69,Male,14775
1055,1965,Aomori Prefecture,65,69,Female,17189
1056,1965,Aomori Prefecture,70,74,Male,9965
1057,1965,Aomori Prefecture,70,74,Female,12638
1058,1965,Aomori Prefecture,75,79,Male,4914
1059,1965,Aomori Prefecture,75,79,Female,7698
1060,1965,Aomori Prefecture,80,84,Male,1813
1061,1965,Aomori Prefecture,80,84,Female,3758
1062,1965,Aomori Prefecture,85,,Male,623
1063,1965,Aomori Prefecture,85,,Female,1629
1064,1970,Aomori Prefecture,0,4,Male,63034
1065,1970,Aomori Prefecture,0,4,Female,60318
1066,1970,Aomori Prefecture,5,9,Male,67205
1067,1970,Aomori Prefecture,5,9,Female,64055
1068,1970,Aomori Prefecture,10,14,Male,71632
1069,1970,Aomori Prefecture,10,14,Female,70639
1070,1970,Aomori Prefecture,15,19,Male,67744
1071,1970,Aomori Prefecture,15,19,Female,68951
1072,1970,Aomori Prefecture,20,24,Male,56007
1073,1970,Aomori Prefecture,20,24,Female,65338
1074,1970,Aomori Prefecture,25,29,Male,48040
1075,1970,Aomori Prefecture,25,29,Female,54096
1076,1970,Aomori Prefecture,30,34,Male,51558
1077,1970,Aomori Prefecture,30,34,Female,56937
1078,1970,Aomori Prefecture,35,39,Male,55894
1079,1970,Aomori Prefecture,35,39,Female,60015
1080,1970,Aomori Prefecture,40,44,Male,49999
1081,1970,Aomori Prefecture,40,44,Female,52264
1082,1970,Aomori Prefecture,45,49,Male,36558
1083,1970,Aomori Prefecture,45,49,Female,44210
1084,1970,Aomori Prefecture,50,54,Male,29050
1085,1970,Aomori Prefecture,50,54,Female,35729
1086,1970,Aomori Prefecture,55,59,Male,27609
1087,1970,Aomori Prefecture,55,59,Female,31459
1088,1970,Aomori Prefecture,60,64,Male,22729
1089,1970,Aomori Prefecture,60,64,Female,26048
1090,1970,Aomori Prefecture,65,69,Male,17592
1091,1970,Aomori Prefecture,65,69,Female,20682
1092,1970,Aomori Prefecture,70,74,Male,11267
1093,1970,Aomori Prefecture,70,74,Female,14908
1094,1970,Aomori Prefecture,75,79,Male,6328
1095,1970,Aomori Prefecture,75,79,Female,9517
1096,1970,Aomori Prefecture,80,84,Male,2419
1097,1970,Aomori Prefecture,80,84,Female,4766
1098,1970,Aomori Prefecture,85,,Male,812
1099,1970,Aomori Prefecture,85,,Female,2111
1100,1975,Aomori Prefecture,0,4,Male,63327
1101,1975,Aomori Prefecture,0,4,Female,61038
1102,1975,Aomori Prefecture,5,9,Male,63929
1103,1975,Aomori Prefecture,5,9,Female,60974
1104,1975,Aomori Prefecture,10,14,Male,66993
1105,1975,Aomori Prefecture,10,14,Female,63957
1106,1975,Aomori Prefecture,15,19,Male,59365
1107,1975,Aomori Prefecture,15,19,Female,59854
1108,1975,Aomori Prefecture,20,24,Male,52172
1109,1975,Aomori Prefecture,20,24,Female,58019
1110,1975,Aomori Prefecture,25,29,Male,61862
1111,1975,Aomori Prefecture,25,29,Female,64337
1112,1975,Aomori Prefecture,30,34,Male,49970
1113,1975,Aomori Prefecture,30,34,Female,54397
1114,1975,Aomori Prefecture,35,39,Male,51408
1115,1975,Aomori Prefecture,35,39,Female,56430
1116,1975,Aomori Prefecture,40,44,Male,55046
1117,1975,Aomori Prefecture,40,44,Female,59124
1118,1975,Aomori Prefecture,45,49,Male,48700
1119,1975,Aomori Prefecture,45,49,Female,51441
1120,1975,Aomori Prefecture,50,54,Male,34764
1121,1975,Aomori Prefecture,50,54,Female,42694
1122,1975,Aomori Prefecture,55,59,Male,27147
1123,1975,Aomori Prefecture,55,59,Female,34466
1124,1975,Aomori Prefecture,60,64,Male,25836
1125,1975,Aomori Prefecture,60,64,Female,30509
1126,1975,Aomori Prefecture,65,69,Male,20158
1127,1975,Aomori Prefecture,65,69,Female,24517
1128,1975,Aomori Prefecture,70,74,Male,14018
1129,1975,Aomori Prefecture,70,74,Female,18517
1130,1975,Aomori Prefecture,75,79,Male,7818
1131,1975,Aomori Prefecture,75,79,Female,11932
1132,1975,Aomori Prefecture,80,84,Male,3500
1133,1975,Aomori Prefecture,80,84,Female,6258
1134,1975,Aomori Prefecture,85,,Male,1149
1135,1975,Aomori Prefecture,85,,Female,2885
1136,1980,Aomori Prefecture,0,4,Male,57449
1137,1980,Aomori Prefecture,0,4,Female,54722
1138,1980,Aomori Prefecture,5,9,Male,65182
1139,1980,Aomori Prefecture,5,9,Female,62869
1140,1980,Aomori Prefecture,10,14,Male,64564
1141,1980,Aomori Prefecture,10,14,Female,61668
1142,1980,Aomori Prefecture,15,19,Male,59243
